;we.ep;we.eBH;wi.ep;wi.eBH
Odoribacter;0.039065021;0.928181171;0.009406494;0.739037955
Bilophila;0.147588936;0.967387257;0.062960844;0.960595395
Ruminococcus;0.163070513;0.96968221;0.127632019;0.951063884
[Eubacterium]_coprostanoligenes_group;0.183629876;0.969832814;0.146789516;0.975188609
Lachnospiraceae_UCG-001;0.247384874;0.972327357;0.181062963;0.978192164
Incertae_Sedis;0.195630494;0.970721054;0.182766865;0.98174623
Intestinimonas;0.238717861;0.971771225;0.201572141;0.978064635
[Eubacterium]_hallii_group;0.697040583;0.977267451;0.245430121;0.984396967
UCG-005;0.392603811;0.972899316;0.255301316;0.982681739
Romboutsia;0.200857015;0.97003757;0.281492313;0.981900135
Eggerthella;0.279572601;0.9692172;0.30738315;0.971611031
Erysipelotrichaceae_UCG-003;0.477984833;0.973353267;0.314081139;0.984498874
Christensenellaceae_R-7_group;0.59823677;0.97652119;0.329414336;0.984784944
Lachnospiraceae_FCS020_group;0.304733942;0.970096956;0.340178939;0.978337256
Anaerostipes;0.236228389;0.972105577;0.351319544;0.984737033
Akkermansia;0.297206869;0.968218416;0.362710819;0.973166768
Fusicatenibacter;0.355670375;0.972398361;0.373173334;0.985106284
Holdemania;0.436950713;0.97404205;0.375969894;0.985336707
Colidextribacter;0.490939851;0.974759088;0.391691305;0.986006296
Eisenbergiella;0.35610411;0.966937132;0.408084379;0.968074722
CAG-56;0.354048418;0.964584568;0.421676393;0.973333108
Chloroplast;0.415800967;0.961086432;0.42322861;0.967934385
[Eubacterium]_eligens_group;0.482067618;0.973495407;0.432402432;0.984828166
Clostridia_UCG-014;0.50169658;0.975072363;0.432992467;0.984704854
Sellimonas;0.390010258;0.966952693;0.438977658;0.976981905
Barnesiella;0.395833235;0.97373655;0.442084019;0.986221256
unknown_Barnesiellaceae;0.402007455;0.965727847;0.464955908;0.973229902
Prevotella;0.53680651;0.974243135;0.470224445;0.985682371
Howardella;0.47072609;0.962776369;0.470780414;0.967285598
[Bacteroides]_pectinophilus_group;0.450812414;0.968576157;0.47731322;0.97619695
Dialister;0.580775367;0.975918803;0.479732492;0.986607716
Eubacterium;0.47545684;0.96927489;0.484481695;0.980452053
Parabacteroides;0.304906771;0.972168154;0.48567719;0.986974062
DTU089;0.450046198;0.974191099;0.488736631;0.974522208
Mogibacterium;0.450890833;0.969131118;0.489070856;0.973736818
Coprobacillus;0.4709617;0.968206283;0.489903846;0.977133282
Paludicola;0.455726637;0.972126582;0.490325483;0.974054446
Fusobacterium;0.474375447;0.97376534;0.493082194;0.984668003
Gordonibacter;0.481836321;0.97518137;0.49338878;0.979101019
Libanicoccus;0.474821974;0.967964066;0.495029052;0.973152857
Hungatella;0.481107253;0.973137256;0.495160171;0.974461077
unknown_Oscillospirales;0.46557028;0.973398104;0.496516994;0.976991091
Dielma;0.489102475;0.972186438;0.499026249;0.979180148
[Eubacterium]_nodatum_group;0.484028212;0.974875775;0.500805995;0.985283867
Weissella;0.485297196;0.972884027;0.502832553;0.979908644
Prevotellaceae_UCG-001;0.461289306;0.967928125;0.504209302;0.980037405
[Ruminococcus]_torques_group;0.491707787;0.974977961;0.504501748;0.986630293
Family_XIII_AD3011_group;0.453488656;0.9729457;0.509769642;0.986871085
Lachnospiraceae_UCG-010;0.494352447;0.976135736;0.512946061;0.986808716
Porphyromonas;0.494602455;0.961820205;0.51410942;0.969750369
Faecalitalea;0.469904622;0.972328362;0.515494524;0.979070736
Subdoligranulum;0.734085038;0.980745913;0.517406031;0.985620568
F082;0.507093423;0.976308031;0.519613842;0.983946902
UCG-009;0.511304408;0.96692306;0.521302962;0.970916455
Lachnospira;0.585395014;0.97488454;0.523073067;0.986305957
Paraprevotella;0.507573019;0.975612797;0.523384795;0.984040096
Izemoplasmatales;0.501729763;0.968462742;0.526810597;0.971879309
Veillonella;0.511407792;0.972832252;0.529333993;0.981378854
Fastidiosipila;0.475925836;0.973037769;0.533570933;0.984703538
Peptoniphilus;0.475158275;0.973577492;0.535336538;0.970839142
Lentimicrobium;0.494678703;0.965913041;0.536535891;0.96705282
Victivallis;0.506802902;0.973537807;0.537183772;0.978995805
Rothia;0.519587725;0.971654156;0.537564917;0.974741467
Solobacterium;0.543101659;0.975244317;0.537878574;0.986968477
Actinomyces;0.543114446;0.973386856;0.542379679;0.983618259
Butyricimonas;0.468377952;0.974497734;0.545160171;0.985900048
Anaerotruncus;0.579091277;0.975316061;0.55014783;0.986775686
[Eubacterium]_ruminantium_group;0.541232753;0.974245658;0.551288693;0.983004801
unknown_Ruminococcaceae;0.776618389;0.98200462;0.553394308;0.986906672
Acetanaerobacterium;0.50628204;0.973465047;0.553400093;0.985866248
[Eubacterium]_oxidoreducens_group;0.477999114;0.970517399;0.553632764;0.979861822
unknown_Succinivibrionaceae;0.588631373;0.976001352;0.557622892;0.985224312
unknown_Bacteroidales;0.53990306;0.975022106;0.558122943;0.984569415
UC5-1-2E3;0.519662057;0.972025622;0.559629525;0.984109269
Ruminiclostridium;0.515085644;0.967980221;0.559702154;0.969111092
Robinsoniella;0.522877943;0.970615207;0.559758073;0.978879255
vadinBE97;0.541262339;0.975695914;0.560467015;0.986826084
unknown_Lactobacillales;0.530891312;0.968210623;0.563418475;0.973828475
Anaerosporobacter;0.525309341;0.974735756;0.56350653;0.986192552
Lactococcus;0.512682451;0.973393011;0.564690457;0.985548137
Moryella;0.598817505;0.977035397;0.565554941;0.988122065
Campylobacter;0.499043172;0.971708757;0.569549568;0.98111708
unknown_Eggerthellaceae;0.615143784;0.977163711;0.569672331;0.987730663
UCG-004;0.534065715;0.968240059;0.573499203;0.974809137
GCA-900066755;0.540092981;0.976394945;0.576340112;0.986021248
Slackia;0.548590426;0.974866633;0.576680764;0.984370993
Merdibacter;0.548067979;0.975306563;0.577651944;0.987508496
Collinsella;0.534400423;0.975132834;0.578189274;0.98479091
Faecalibacterium;0.70231298;0.97691756;0.578660402;0.986788252
unknown_Anaerovoracaceae;0.574316982;0.975468398;0.578921354;0.979463244
Peptococcus;0.577773901;0.976011934;0.578938066;0.986044773
unknown_Christensenellaceae;0.593908804;0.975326945;0.579692642;0.985868359
Enterococcus;0.54694463;0.971394051;0.580922203;0.980830922
unknown_Atopobiaceae;0.556988126;0.977180227;0.580971694;0.983065903
Muribaculaceae;0.585189109;0.975647553;0.588908242;0.987055941
unknown_Bacteria;0.621145486;0.975235528;0.58996812;0.984374217
Erysipelatoclostridium;0.540015618;0.974272436;0.590156443;0.987499042
Tyzzerella;0.539739929;0.975808293;0.590219431;0.987518686
Senegalimassilia;0.5538338;0.976464582;0.591006787;0.989244601
unknown_Peptococcaceae;0.638815557;0.979549417;0.595048334;0.987636393
Alloprevotella;0.610381445;0.977144014;0.596120424;0.988219744
Lactobacillus;0.605731236;0.975946208;0.600299517;0.987057288
Clostridia_vadinBB60_group;0.567405563;0.974934403;0.6014076;0.987019856
Methanobrevibacter;0.617235294;0.977053196;0.601559286;0.988272289
unknown_Peptostreptococcaceae;0.55438765;0.975518098;0.602698221;0.988182929
unknown_Prevotellaceae;0.58728575;0.977141052;0.605143202;0.987428082
Fournierella;0.630824613;0.975532193;0.606034039;0.987805572
CAG-352;0.643582391;0.978385937;0.610044092;0.988016111
[Clostridium]_innocuum_group;0.552280528;0.97506976;0.612784091;0.986319639
unknown_Pasteurellaceae;0.653542607;0.977450041;0.616238816;0.986273841
Frisingicoccus;0.554782403;0.97604059;0.617103944;0.988456237
Catenibacterium;0.605558387;0.975235753;0.618928682;0.985992978
Butyricicoccus;0.722129889;0.978522175;0.620481541;0.987994653
unknown_Coriobacteriales_Incertae_Sedis;0.580801789;0.97603041;0.623330162;0.988027289
Enterorhabdus;0.598012622;0.976285342;0.633626208;0.98846631
Dorea;0.757692751;0.979884279;0.634947681;0.987510044
Family_XIII_UCG-001;0.594717009;0.977165781;0.640978507;0.988767461
Turicibacter;0.617039326;0.976134518;0.641710587;0.986829818
NK4A214_group;0.631078673;0.97673634;0.646644256;0.990078718
Holdemanella;0.622674971;0.976777309;0.650264809;0.987982856
Coprobacter;0.611513332;0.975496138;0.653523499;0.98808922
[Eubacterium]_xylanophilum_group;0.672803412;0.977830322;0.654651507;0.988948221
Lachnospiraceae_NK4A136_group;0.810517534;0.980272123;0.655962053;0.988141545
Parasutterella;0.68038607;0.977187567;0.667639346;0.989046013
Adlercreutzia;0.619789258;0.975447967;0.670785556;0.987504405
Phascolarctobacterium;0.574163392;0.976127094;0.672875746;0.987897441
unknown_Clostridia;0.616803364;0.973754662;0.676130579;0.987460635
[Ruminococcus]_gnavus_group;0.698661495;0.979385188;0.680060932;0.989812514
[Eubacterium]_ventriosum_group;0.626373426;0.976874856;0.681374049;0.987968322
Intestinibacter;0.714960903;0.978197898;0.681390117;0.988934768
unknown_Lachnospiraceae;0.749895374;0.979021366;0.690844174;0.987556029
Clostridium_sensu_stricto_1;0.651492868;0.977608313;0.693395208;0.990352915
unknown_Oscillospiraceae;0.357380597;0.972179896;0.69755309;0.989775242
Lachnospiraceae_UCG-008;0.666996174;0.978281;0.710897007;0.989327977
[Ruminococcus]_gauvreauii_group;0.658218414;0.977173889;0.717097516;0.989091542
GCA-900066575;0.642409337;0.976537276;0.721935418;0.989395828
Sutterella;0.675578184;0.976416636;0.721960484;0.98995077
Lachnospiraceae_ND3007_group;0.755895922;0.978931272;0.724839958;0.988105933
UCG-010;0.692720911;0.97755168;0.72817192;0.990704597
Alistipes;0.402861694;0.972348026;0.729231798;0.98827057
RF39;0.657525936;0.976393666;0.743636878;0.990434096
Gastranaerophilales;0.698452227;0.977549337;0.744680044;0.989736652
Roseburia;0.730351536;0.978244042;0.75086577;0.989496585
Lachnospiraceae_UCG-004;0.47723069;0.974254464;0.755991619;0.990535457
Lachnoclostridium;0.597200341;0.975212294;0.758128728;0.989869421
Coprococcus;0.521321805;0.974251023;0.759193105;0.989817996
Agathobacter;0.583513313;0.974546592;0.770336924;0.990732508
UBA1819;0.745714377;0.978897154;0.793188246;0.990793429
Blautia;0.89055143;0.984723941;0.799413179;0.989707695
Monoglobus;0.483487592;0.974000819;0.802411559;0.991522435
[Eubacterium]_siraeum_group;0.78107276;0.981508484;0.814731592;0.991627874
UCG-003;0.529353646;0.974759682;0.815148087;0.991917476
Streptococcus;0.74136576;0.979332825;0.840970794;0.991727001
Flavonifractor;0.787568002;0.980869349;0.861920249;0.992398766
Bacteroides;0.858730123;0.981958982;0.867283268;0.99158435
Oscillibacter;0.79551563;0.981993508;0.885402741;0.993121766
UCG-002;0.722024932;0.979446317;0.895599805;0.992739006
Bifidobacterium;0.518534172;0.974480819;0.900579751;0.992503005
unknown_Rhodospirillales;0.565231955;0.975026357;0.91002481;0.993880896
